code,name,country,city
BGW,Baghdad International Airport,IQ,Abu Ghurayb
BGX,Airport Cmdt. Gustavo Kraemer,BR,Bage
BGY,Orio al Serio International Airport,IT,Orio al Serio
BGZ,Braga,PT,Braga
BHA,Bahia De Caraquez,EC,Bahia de Caraquez
BHB,Bar Harbor Airport,US,Trenton
BHC,Bhurban Heliport,PK,Murree
BHD,George Best Belfast City Airport,GB,Castlereagh
BHE,Woodbourne Airport,NZ,Blenheim
BHF,Bahia Cupica,CO,
BHG,Brus Laguna,HN,Brus Laguna
BHH,Bisha Airport,SA,Qal`at Bishah
BHI,Comandante Airport,AR,Bahia Blanca
BHJ,Rudra Mata Airport,IN,Bhuj
BHK,Bukhara Airport,UZ,Bukhara
BHL,Bahia Angeles,MX,
BHM,Birmingham-Shuttlesworth International Airport,US,Tarrant
BHN,Beihan,YE,Bayhan
BHO,Raja Bhoj Airport,IN,Bhopal
BHP,Bhojpur,NP,
BHQ,Broken Hill Airport,AU,
BHR,Bharatpur Airport,NP,
BHS,Raglan Airport,AU,Kelso
BHT,Brighton Downs,AU,
BHU,Bhavnagar Airport,IN,Bhavnagar
BHV,Bahawalpur Airport,PK,Bahawalpur
BHW,Bhagatanwala Airport,PK,
BHX,Birmingham International Airport,GB,Bickenhill
BHY,Beihai Fucheng Airport,CN,Beihai
BIA,Bastia Poretta Airport,FR,Borgo
BIB,Baidoa,SO,Baidoa
BIC,Aérodrome de Belle Île,FR,Bangor
BID,Block Island,US,Charlestown
BIE,Beatrice,US,Beatrice
BIF,Biggs AAF,US,El Paso
BIG,Intermediate Field,US,
BIH,Bishop,US,Bishop
BII,Enyu Airfield,MH,
BIJ,Biliau,PG,
BIK,Mokmer Airport,ID,Biak
BIL,Billings Logan International Airport,US,Billings
BIM,Bimini International Airport,BS,
BIN,Bamiyan,AF,Bamyan
BIO,Bilbao Airport,ES,Sondika
BIP,Bulimba,AU,
BIQ,Biarritz - Anglet - Bayonne Airport,FR,Anglet
BIR,Biratnagar Airport,NP,Jogbani
BIS,Bismarck Airport,US,Bismarck
BIT,Baitadi,NP,Mahendranagar
BIU,Bildudalur,IS,
BIV,Bria,CF,Bria
BIW,Billiluna,AU,
BIX,Keesler AFB,US,Biloxi
BIY,Bisho,ZA,Port Alfred
BIZ,Bimin,PG,
BJA,Bejaia Airport,DZ,Bejaia
BJB,Bojnord,IR,Bojnurd
BJC,Jeffco,US,Broomfield
BJD,Bakkafjordur,IS,
BJE,Baleela,SD,Al Fulah
BJF,Batsfjord Airport,NO,Batsfjord
BJG,Bolaang,ID,
BJH,Bajhang,NP,
BJI,Bemidji Airport,US,Bemidji
BJJ,Wayne County,US,Wooster
BJK,Benjina,ID,
BJL,Yundum International Airport,GM,Abuko
BJM,Bujumbura Melchior Ndadaye International Airport,BI,Bujumbura
BJN,Bajone,MZ,
BJO,Bermejo,BO,San Ramon de la Nueva Oran
BJP,Braganca Paulista,BR,Braganca Paulista
BJQ,Bahja Airport,OM,
BJR,Bahar Dar Airport,ET,Bahir Dar
BJT,Bentota River,LK,Beruwala
BJU,Bajura Airport,NP,
BJV,Milas-Bodrum Airport,TR,Kiulukioi
BJW,Bajawa Soa Airport,ID,Naru
BJX,Guanajuato International Airport,MX,Colonia Nuevo Mexico
BJY,Batajnica,RS,Novi Banovci
BJZ,Badajoz Airport,ES,Talavera La Real
BKA,Bykovo,RU,
BKB,Bikaner,IN,Bikaner
BKC,Buckland Airport,US,
BKD,Stephens County,US,Breckenridge
BKE,Baker,US,Baker City
BKF,Lake Brooks SPB,US,
BKG,Branson,US,Hollister
BKH,Barking Sands PMRF,US,
BKI,Kota Kinabalu International Airport,MY,Putatan
BKJ,Boke,GN,Boke
BKK,Suvarnabhumi Airport,TH,Lat Krabang
BKL,Burke Lakefront Airport,US,Cleveland
BKM,Bakalalan,MY,
BKN,Balkanabat Airport,TM,Balkanabat
BKO,Bamako-Senou International Airport,ML,Bamako
BKP,Barkly Downs,AU,
BKQ,Blackall Airport,AU,
BKR,Bokoro,TD,Bokoro
BKS,Fatmawati Soekarno Airport,ID,Bengkulu
BKT,Blackstone AAF,US,Blackstone
BKU,Betioky,MG,Betioky
BKV,Bailing Airport,CN,Bailingmiao
BKW,Beckley Airport,US,Daniels
BKX,Brookings,US,Brookings
BKY,Kavumu,CD,Bukavu
BKZ,Bukoba Airport,TZ,Bukoba
BLA,General Jose Antonio Anzoategui International Airport,VE,Barcelona
BLB,Panama Pacifico Airport,PA,Ancon
BLC,Bamenda,CM,
BLD,Boulder City,US,Boulder City
BLE,Dala Airport,SE,Ornas
BLF,Princeton,US,Bluefield
BLG,Belaga,MY,Data Kakus
BLH,Blythe,US,Mesa Verde
BLI,Bellingham International Airport,US,Marietta-Alderwood
BLJ,Batna Airport,DZ,Batna
BLK,Blackpool Airport,GB,Great Marton
BLL,Billund Airport,DK,Billund
BLM,Monmouth Executive Airport,US,Belmar
BLN,Benalla,AU,Benalla
BLO,Blonduos,IS,
BLP,Bellavista,PE,Kelluyo
BLQ,Guglielmo Marconi Airport,IT,Trebbo
BLR,Kempegowda International Airport,IN,Devanhalli
BLS,Bollon,AU,
BLT,Blackwater,AU,Blackwater
BLU,Blue Canyon,US,Foresthill
BLV,Belleville,US,Lebanon
BLW,Bellows Field,US,Waimanalo Beach
BLX,Belluno,IT,Belluno
BLY,Belmullet,IE,Belmullet
BLZ,Chileka Airport,MW,
BMA,Bromma Airport,SE,Bromma
BMB,Bumba,CD,Bumba
BMC,Brigham City,US,Brigham City
BMD,Belo,MG,
BME,Broome Airport,AU,
BMF,Bakouma,CF,Bangassou
BMG,Bloomington,US,Bloomington
BMH,Bomai,PG,
BMI,Central Illinois Regional Airport,US,Bloomington
BMJ,Baramita,GY,
BMK,Borkum,DE,Borkum
BML,Berlin Municipal Airport,US,
BMM,Bitam,GA,
BMN,Bamerny,IQ,Al `Amadiyah
BMO,Bhamo,MM,Bhamo
BMP,Brampton Island,AU,
BMQ,Bamburi,KE,
BMR,Baltrum,DE,Baltrum
BMS,Brumado,BR,Brumado
BMT,Beaumont Municipalcipal,US,Beaumont
BMU,Sultan Muhammad Salahuddin Airport,ID,Melati
BMV,Phung-Duc Airport,VN,Buon Ma Thuot
BMW,Bordj Badji Mokhtar,DZ,Tessalit
BMX,Big Mountain,US,
BMY,Belep Island,NC,Wala
BMZ,Bamu,PG,
BNA,Nashville International Airport,US,Nashville
BNB,Boende,CD,Boende
BNC,Beni,CD,
BND,Bandar Abbas International Airport,IR,Bandar 'Abbas
BNE,Brisbane Airport,AU,Ascot
BNF,Warm Spring Bay SPB,US,
BNG,Banning,US,Banning
BNH,Barnes,US,
BNI,Benin City Airport,NG,Benin City
BNK,Ballina Byron Airport,AU,Ballina
BNL,Barnwell Regional,US,Barnwell
BNM,Bodinumu,PG,
BNN,Bronnoysund Airport Bronnoy,NO,Bronnoysund
BNO,Burns,US,Burns
BNP,Bannu,PK,Bannu
BNQ,Baganga,PH,Aurora
BNR,Banfora,BF,Banfora
BNS,Barinas,VE,Barinas
BNT,Bundi,PG,
BNU,Blumenau,BR,Gaspar
BNV,Boana,PG,
BNW,Boone,US,Boone
BNX,Banja Luka Airport,BA,Laktasi
BNY,Bellona,SB,
BNZ,Banz,PG,
BOA,Boma,CD,
BOB,Motu Mute Airport,PF,
BOC,Bocas Del Toro,PA,Bocas del Toro
BOD,Bordeaux Airport,FR,Le Haillan
BOE,Boundji,CG,
BOF,Bolling AFB,US,
BOG,El Dorado International Airport,CO,Funza
BOH,Bournemouth Airport,GB,St Leonards
BOI,Boise Air Terminal (Gowen Field),US,Boise
BOJ,Bourgas Airport,BG,Sredets
BOK,Brookings State,US,Brookings
BOL,Ballykelly,GB,Ballykelly
BOM,Chhatrapati Shivaji International Airport,IN,Mumbai
BON,Flamingo International Airport,BQ,Dorp Tera Kora
BOO,Bodo Airport,NO,Bodo
BOP,Bouar,CF,Bouar
BOQ,Boku,PG,
BOR,Bokeo International Airport,LA,
BOS,Logan International Airport,US,Chelsea
BOT,Boset,PG,
BOU,Bourges,FR,Fussy
BOV,Boang,PG,
BOW,Bartow,US,Bartow
BOX,Borroloola,AU,
BOY,Borgo,BF,Bobo-Dioulasso
BOZ,Bozoum,CF,Bozoum
BPA,Grumman,US,Bethpage
BPB,Boridi,PG,
BPC,Bamenda,CM,Bamenda
BPD,Bapi,PG,
BPE,Qinhuangdao Beidaihe Airport,CN,
BPF,Batuna Aerodrome,SB,
BPG,Barra Do Garcas,BR,Barra do Garcas
BPH,Bislig,PH,Bislig
BPI,Big Piney-marbleton,US,Marbleton
BPK,Biangabip,PG,
BPL,Bole Airport,CN,Dostyq
BPM,Begumpet,IN,Quthbullapur
BPN,Sultan Aji Muhamad Sulaiman Airport,ID,City of Balikpapan
BPS,Porto Seguro Airport,BR,Porto Seguro
BPT,Jefferson County Airport,US,Nederland
BPU,Beppu,JP,Beppu
BPX,Bangda Airport,CN,Yanduo
BPY,Besalampy,MG,
BQA,Baler,PH,Dona Remedios Trinidad
BQB,Bussellton Regional Airport,AU,Vasse
BQE,Bubaque,GW,Bubaque
BQG,Bogorodskoye,RU,Bogorodskoye
BQH,Biggin Hill,GB,Biggin Hill
BQI,Bagani,NA,Bagani
BQJ,Batagay,RU,Batagay
BQK,Glynco Jetport,US,
BQL,Boulia,AU,
BQN,Rafael Hernandez Airport,PR,San Antonio
BQO,Bouna,CI,Bouna
BQQ,Barra,BR,Barra
BQS,Blagoveschensk Airport,RU,Shangmachang
BQT,Brest Airport,BY,Zhabinka
BQU,J. F. Mitchell,VC,
BQV,Bartlett SPB,US,
BQW,Balgo Hills,AU,
BRA,Barreiras Airport,BR,Barreiras
BRB,Barreirinhas,BR,Barreirinha
BRC,San Carlos de Bariloche International Airport,AR,San Carlos de Bariloche
BRD,Crow Wing County Airport,US,Brainerd
BRE,Bremen Airport,DE,Bremen
BRF,Bradford,GB,Bradford
BRG,Municipal,US,Whitesburg
BRH,Brahman,PG,
BRI,Palese Airport,IT,San Paolo
BRJ,Bright,AU,
BRK,Bourke,AU,
BRL,Burlington Airport,US,Burlington
BRM,Barquisimeto Airport,VE,Barquisimeto
BRN,Bern Airport,CH,Belp
BRO,South Padre Island International Airport,US,South Point
BRP,Biaru,PG,
BRQ,Turany Airport,CZ,Slapanice
BRR,North Bay Airport,GB,
BRS,Bristol Airport,GB,Butcombe
BRT,Bathurst Island,AU,
BRU,Brussels Airport,BE,Zaventem
BRV,Bremerhaven,DE,Ihlienworth
BRW,Wiley Post-Will Rogers Memorial Airport,US,
BRX,Barahona,DO,Santa Cruz de Barahona
BRY,Samuels Field,US,Bardstown
BRZ,Borotou,CI,
BSA,Bossaso,SO,Bosaso
BSB,Brasilia International Airport,BR,Brasilia
BSC,Bahia Solano,CO,Mutis
BSD,Baoshan Airport,CN,Dianyang
BSE,Sematan,MY,
BSF,Bradshaw AAF,US,Kailua
BSG,Bata Airport,GQ,Bata
BSH,Brighton,GB,Brighton
BSI,Blairsville,US,Blairsville
BSJ,Bairnsdale,AU,Bairnsdale
BSK,Biskra Airport,DZ,Biskra
BSL,EuroAirport Swiss,CH,
BSM,Bishe-kola,IR,Mahmudabad
BSN,Bossangoa,CF,Bossangoa
BSO,Basco Airport,PH,Basco
BSP,Bensbach,PG,
BSQ,Bisbee Municipal Airport,US,Naco
BSR,Basra International Airport,IQ,Al Basrah
BSS,Balsas,BR,Balsas
BST,Bost,AF,Lashkar Gah
BSU,Basankusu,CD,Bongandanga
BSV,Besakoa,MG,Marovoay
BSW,Boswell Bay,US,
BSX,Bassein,MM,Pathein
BSY,Bardera,SO,Baardheere
BSZ,Manas International Airport,KG,Bishkek
BTA,Yaoundé,CM,Bertoua
BTB,Betou,CG,Mongoumba
BTC,Batticaloa,LK,
BTD,Brunette Downs,AU,
BTE,Bonthe,SL,Pujehun
BTF,Salt Lake Skypark,US,Bountiful
BTG,Batangafo,CF,Batangafo
BTH,Hang Nadim International Airport,ID,
BTI,Barter Island Airport,US,
BTJ,Sultan Iskandar Muda International Airport,ID,Montasik
BTK,Bratsk Airport,RU,Bratsk
BTL,WK Kellogg Regional,US,Level Park-Oak Park
BTM,Butte Airport,US,Butte
BTN,Bennettsville,US,Bennettsville
BTO,Botopasie,SR,
BTP,Butler County - Kenny Scholter Field,US,Homeacre-Lyndora
BTQ,Butare,RW,Butare
BTR,Baton Rouge Metropolitan Airport,US,Brownsfield
BTS,Bratislava Airport,SK,
BTT,Bettles,US,
BTU,Bintulu Airport,MY,Bintulu
BTV,Burlington International Airport,US,South Burlington
BTW,Batu Licin,ID,Sungaikupang
BTX,Betoota,AU,
BTY,Beatty,US,
BTZ,Yala Betong International Airport,TH,Betong
BUA,Buka,PG,
BUB,Municipal,US,Burwell
BUC,Burketown,AU,
BUD,Budapest Ferenc Liszt International Airport,HU,Vecses
BUF,Buffalo Niagara International Airport,US,Williamsville
BUG,Gen V Deslandes,AO,Benguela
BUI,Bokondini,ID,
BUJ,Ain Eddis,DZ,'Ain el Melh
BUK,Albuq,YE,An Nasirah
BUL,Bulolo,PG,
BUM,Butler,US,Butler
BUN,Buenaventura,CO,Buenaventura
BUO,Burao,SO,Burao
BUP,Bhatinda Airport,IN,Bhatinda
BUQ,Bulawayo Airport,ZW,Bulawayo
BUR,Bob Hope Airport,US,North Hollywood
BUS,Batumi Airport,GE,Batumi
BUT,Bathpalathang Airport,BT,Jakar
BUU,Muara Bungo Airport,ID,Muarabungo
BUV,Bella Union,UY,Tomas Gomensoro
BUW,Baubau Airport,ID,
BUX,Bunia,CD,Bunia
BUY,Bunbury,AU,Bunbury
BUZ,Bushehr Airport,IR,Bushehr
BVA,Beauvais-Tille Airport,FR,Tille
BVB,Boa Vista Airport,BR,Boa Vista
BVC,Rabil Airport,CV,Vila de Sal Rei
BVD,Sea Port,US,
BVE,Laroche Airport,FR,Brive-la-Gaillarde
BVF,Dama,FJ,
BVG,Berlevag Airport,NO,Berlevag
BVH,Vilhena Airport,BR,
BVI,Birdsville,AU,
BVJ,Bovanenkovo Airport,RU,Aksarka
BVK,Huacaraje,BO,
BVL,Baures,BO,
BVM,Belmonte,BR,Belmonte
BVO,Bartlesville,US,Bartlesville
BVP,Bolovip,PG,
BVR,Esperadinha,CV,Vila Nova Sintra
BVS,Breves,BR,Breves
BVU,Beluga,US,
BVV,Burevestnik AFB,RU,
BVW,Batavia Downs,AU,
BVX,Municipal,US,Batesville
BVY,Beverly Municipal Airport,US,Beverly
BVZ,Beverley Springs,AU,
BWA,Bhairawa Airport,NP,Bhairahawa
BWB,Barrow Island,AU,
BWC,Brawley,US,Brawley
BWD,Brownwood,US,Early
BWE,Braunschweig,DE,
BWF,Walney Island,GB,Barrow in Furness
BWG,Warren County,US,Bowling Green
BWH,Butterworth,MY,Permatang Kuching
BWI,Baltimore/Wash International Thurgood Marshall Airport,US,Ferndale
BWJ,Bawan,PG,
BWK,Brac,HR,Bol
BWL,Blackwell,US,Blackwell
BWM,Bowman,US,Bowman
BWN,Brunei International Airport,BN,Bandar Seri Begawan
BWO,Balakovo,RU,Balakovo
BWP,Bewani,PG,
BWQ,Brewarrina,AU,Brewarrina
BWS,Blaine,US,White Rock
BWT,Burnie Wynyard Airport,AU,Wynyard
BWU,Sydney Bankstown,AU,Bankstown
BWW,Las Brujas Airport,CU,Yaguajay
BWX,Bandar Udara Internasional Banyuwangi,ID,Kepuh Wetan
BXA,George R Carr,US,Varnado
BXB,Babo,ID,
BXD,Bade,ID,Bade
BXE,Bakel,SN,Diawara
BXF,Belburn,AU,
BXG,Bendigo,AU,White Hills
BXH,Balhash,KZ,Balqash
BXI,Boundiali,CI,Mankono
BXJ,Burundai,KZ,Energeticheskiy
BXK,Buckeye Municipal,US,Buckeye
BXL,Blue Lagoon,FJ,
BXM,Batom,ID,
BXN,Imsik,TR,Karaova
BXO,Buochs,CH,Stans
BXP,Biala Podlaska,PL,Biala Podlaska
BXR,Bam,IR,Bam
BXS,Borrego Springs,US,Borrego Springs
BXT,Bontang,ID,Bontang
BXU,Butuan Airport,PH,Libertad
BXV,Breiddalsvik,IS,
BXW,Harun Thohir Airport,ID,Paloh
BXX,Borama International,SO,Baki
BXY,Baikonur Krayniy Airport,KZ,Toretam
BXZ,Bunsil,PG,
BYA,Boundary,US,
BYB,Dibaa,OM,Dibba Al-Fujairah
BYC,Yacuiba,BO,Yacuiba
BYD,Beidah,YE,Marbat
BYF,Albert-Bray Airport,FR,Bray-sur-Somme
BYG,Municipal,US,Buffalo
BYH,Arkansas International Airport,US,Blytheville
BYI,Rupert,US,Burley
BYJ,Beja International,PT,Beja
BYK,Bouake,CI,Bouake
BYL,Bella Yella,LR,
BYM,C.M. de Cespedes,CU,Bayamo
BYN,Bayankhongor,MN,Bayanhongor
BYO,Bonito Airport,BR,Bonito
BYP,Barimunya Airport,AU,
BYQ,Bunyu,ID,
BYR,Laeso Airport,DK,Byrum
BYS,Bicycle Lake AAF,US,Fort Irwin
BYT,Bantry,IE,Bantry
BYU,Bindlacher-Berg,DE,Bindlach
BYV,Beira Lake SPB,LK,Colombo
BYW,Blakely Island,US,
BYX,Baniyala,AU,
BZA,San Pedro,NI,
BZB,Bazaruto Island,MZ,
BZC,Buzios,BR,Armacao de Buzios
BZD,Balranald,AU,
BZE,Philip S.W. Goldson International Airport,BZ,
BZF,Benton Field,US,Redding
BZG,Bydgoszcz Airport,PL,Bydgoszcz
BZH,Bumi Hills,ZW,Siavonga
BZI,Balikesir,TR,Balikesir
BZJ,Bozhou Airport,CN,Bozhou
BZK,Bryansk International Airport,RU,Bryansk
BZL,Barisal Airport,BD,Barisal
BZM,Bemolanga Airport,MG,
BZN,Bozeman Yellowstone International Airport,US,Belgrade
BZO,Bolzano,IT,San Giacomo
BZP,Bizant,AU,
BZR,Beziers Vias Airport,FR,Portiragnes
BZS,Buzzards Pt S,US,
BZT,Eagle Air Park,US,Brazoria
BZU,Buta,CD,Buta
BZV,Maya Maya Airport,CG,Brazzaville
BZX,Bazhong Enyang Airport,CN,Bazhou
BZY,Beltsy Airport,MD,Balti
BZZ,Raf Brize Norton,GB,Carterton
CAA,Catacamas,HN,Santa Maria del Real
CAB,Cabinda Airport,AO,Cabinda
CAC,Cascavel Airport,BR,Cascavel
CAD,Cadillac,US,Cadillac
CAE,Columbia Metropolitan Airport,US,
CAF,Carauari,BR,Carauari
CAG,Cagliari Elmas Airport,IT,Elmas
CAH,Kamau ,VN,Ca Mau
CAI,Cairo International Airport,EG,
CAJ,Canaima,VE,
CAK,Akron-Canton Airport,US,Greensburg
CAL,Machrihanish Airport,GB,Campbeltown
CAM,Camiri,BO,Camiri
CAN,Guangzhou Baiyun International Airport,CN,
CAO,Clayton,US,Clayton
CAP,Cap Haitien Airport,HT,Okap
CAQ,Caucasia,CO,Caceres
CAR,Municipal,US,Caribou
CAS,Anfa,MA,Casablanca
CAT,Cascais Municipal Aerodrome,PT,Lisbon
CAU,Caruaru,BR,Caruaru
CAV,Cazombo,AO,
CAW,Bartolomeu Lisandro Airport,BR,Campos
CAX,Carlisle,GB,Brampton
CAY,Felix Eboue Airport,GF,Matoury
CAZ,Cobar,AU,Cobar
CBA,Corner Bay,US,
CBB,J Wilsterman Airport,BO,Cochabamba
CBC,Cherrabun,AU,
CBD,Car Nicobar,IN,
CBE,Greater Cumberland Regional,US,Wiley Ford
CBF,Municipal,US,Council Bluffs
CBG,Cambridge Airport,GB,Fulbourn
CBH,Leger,DZ,Bechar
CBI,Cape Barren Island,AU,
CBJ,Cabo Rojo,DO,Pedernales
CBK,Municipal,US,Colby
CBL,Ciudad Bolivar,VE,Ciudad Bolivar
CBM,Columbus AFB,US,
CBN,Penggung,ID,Weru
CBO,Awang Airport,PH,Awang
CBP,Coimbra,PT,Coimbra
CBQ,Calabar Airport,NG,Calabar
CBR,Canberra Airport,AU,Forrest
CBS,Oro Negro,VE,Cabimas
CBT,Catumbela Airport,AO,Catumbela
CBU,Cottbus,DE,
CBV,Coban,GT,Coban
CBW,Campo Mourao,BR,Campo Mourao
CBX,Condobolin,AU,
CBY,Canobie,AU,
CBZ,Cabin Creek,US,
CCA,Chaffee AFB,US,
CCB,Cable Airport,US,Claremont
CCC,Jardines del Rey Airport,CU,Moron
CCD,Century City,US,
CCE,Grand Case,MF,
CCF,Carcassonne Airport,FR,Pennautier
CCG,Crane County Airport,US,Crane
CCH,Chile Chico,CL,Chile Chico
CCI,Concordia,BR,Concordia
CCJ,Calicut International Airport,IN,Ferokh
CCK,Cocos Islands Airport,CC,West Island
CCL,Chinchilla,AU,
CCM,Criciuma,BR,Criciuma
CCN,Chakcharan,AF,Fayroz Koh
CCO,Carimagua,CO,
CCP,Carriel Sur Airport,CL,Concepcion
CCQ,Cachoeira,BR,Cachoeira
CCR,Buchanan Field,US,Pacheco
CCS,Simon Bolivar International Airport,VE,Catia La Mar
CCT,Colonia Catriel,AR,Picun Leufu
CCU,Netaji Subhas Chandra Bose Airport,IN,Dam Dam
CCV,Craig Cove,VU,
CCW,Cowell,AU,
CCX,Caceres,BR,
CCY,Municipal,US,Charles City
CCZ,Chub Cay,BS,
CDA,Cooinda,AU,
CDB,Cold Bay Airport,US,
CDC,Cedar City Airport,US,Cedar City
CDD,Cauquira,HN,
CDE,Caledonia,PA,Corozal
CDG,Charles de Gaulle Airport,FR,Paris
CDH,Harrell Field,US,Camden
CDI,Cachoeiro Itapemirim,BR,Cachoeiro de Itapemirim
CDJ,Conceicao Do Araguaia,BR,
CDK,Lewis,US,Inglis
CDL,Candle,US,
CDN,Woodward Field,US,Camden
CDO,Cradock,ZA,Cradock
CDP,Cuddapah,IN,Cuddapah
CDQ,Croydon,AU,
CDR,Chadron Airport,US,Chadron
CDS,Childress,US,Meade
CDT,Castellon,ES,Benlloch
CDU,Camden,AU,
CDV,Mudhole Smith Airport,US,
CDW,Caldwell Wright,US,Caldwell
CDY,Cagayan De Sulu,PH,Cagayan
CDZ,Cadiz,ES,Cadiz
CEA,Cessna Aircraft Field,US,
CEB,Mactan-Cebu International Airport,PH,Buagsong
CEC,Del Norte County Regional Airport,US,Crescent City
CED,Ceduna Airport,AU,
CEE,Cherepovets Airport,RU,Tonshalovo
CEF,Westover ARB/Metropolitan,US,North Chicopee
CEG,Hawarden Airport,GB,Chester
CEH,Chelinda,MW,Livingstonia
CEI,Chiang Rai International Airport,TH,Chiang Rai
CEK,Chelyabinsk International Airport,RU,Potanino
CEL,Cape Eleuthera,BS,
CEM,Central,US,
CEN,Ciudad Obregon Airport,MX,Antonio Rosales
CEO,Waco Kungo,AO,Mambajao
CEP,Concepcion,BO,
CEQ,Mandelieu,FR,Mandelieu-la-Napoule
CER,Maupertus,FR,Fermanville
CES,Cessnock,AU,Cessnock
CET,Le Pontreau,FR,Cholet
CEU,Oconee County,US,Clemson
CEV,Mettle Field,US,Connersville
CEW,Bob Sikes,US,Crestview
CEX,Chena Hot Springs,US,
CEY,Calloway County,US,Murray
CEZ,Montezuma County Airport,US,Cortez
CFA,Coffee Point,US,
CFB,Cabo Frio International Airport,BR,Cabo Frio
CFC,Cacador,BR,Cacador
CFD,Coulter Field,US,Bryan
CFE,Clermont-Ferrand Auvergne Airport,FR,Aulnat
CFF,Cafunfo,AO,
CFG,Jaime Gonzalez Airport,CU,Cienfuegos
CFH,Clifton Hills,AU,
CFI,Camfield,AU,
CFK,Chlef International Airport,DZ,Chlef
CFM,Conklin (Leismer) Airport,CA,
CFN,Donegal Airport,IE,Derrybeg
CFO,Confreza,BR,
CFP,Carpentaria Downs,AU,
CFQ,Creston Valley Airport,CA,Creston
CFR,Carpiquet Airport,FR,Carpiquet
CFS,Coffs Harbour Airport,AU,Coffs Harbour
CFT,Morenci,US,Clifton
CFU,Ioannis Kapodistrias Airport,GR,Kerkyra
CFV,Municipal,US,Coffeyville
CGA,Craig SPB,US,
CGB,Marechal Rondon International Airport,BR,Varzea Grande
CGC,Cape Gloucester,PG,
CGD,Changde Airport,CN,Doumuhu
CGE,Cambridge,US,Cambridge
CGF,Cuyahoga County,US,Highland Heights
CGG,Casiguran,PH,Dinalongan
CGH,Sao Paulo/Congonhas Airport,BR,Sao Paulo
CGI,Cape Girardeau Airport,US,Scott City
CGJ,Chingola,ZM,Chingola
CGK,Soekarno-Hatta International Airport,ID,Teluknaga
CGL,Chagual Airport,PE,
CGM,Mambajao,PH,San Vicente
CGN,Cologne Bonn Airport,DE,Wahn-Heide
CGO,Zhengzhou Xinzheng Airport,CN,
CGP,Shah Amanat International Airport,BD,Chittagong
CGQ,Changchun Longjia International Airport,CN,Changchun
CGR,Campo Grande International Airport,BR,Campo Grande
CGS,College Park,US,
CGT,Chinguitti,MR,Chinguetti
CGV,Caiguna,AU,Esperance
CGX,Merrill C Meigs,US,
CGY,Laguindingan International Airport,PH,Lumbia
CGZ,Municipal,US,Casa Grande
CHA,Chattanooga Airport,US,East Ridge
CHB,Chilas,PK,Chilas
CHC,Christchurch International Airport,NZ,Prebbleton
CHD,Mucuge Airport,BR,
CHF,Jinhae,KR,Changwon
CHG,Chaoyang Airport,CN,Chaoyang
CHH,Chachapoyas,PE,Chachapoyas
CHI,Chicago FSS,US,
CHJ,Chipinge,ZW,Chipinge
CHK,Municipal,US,Chickasha
CHL,Challis,US,Challis
CHM,Chimbote,PE,Buenos Aires
CHN,Jeonju,KR,
CHO,Charlottesville Albemarle Airport,US,Hollymead
CHP,Circle Hot Springs,US,
CHQ,Chania International Airport,GR,Mouzouras
CHR,Chateauroux,FR,Chateauroux
CHS,Charleston International Airport,US,Hanahan
CHT,Karewa,NZ,Waitangi
CHU,Chuathbaluk Airport,US,
CHV,Chaves,PT,Chaves
CHW,Jiuhuang,CN,
CHX,Changuinola,PA,Changuinola
CHY,Choiseul Bay Airport,SB,
CHZ,State,US,Klamath Falls
CIA,Ciampino-G. B. Pastine International Airport,IT,Ciampino
CIB,Ap In The Sky,US,
CIC,Chico Municipal Airport,US,Chico
CID,The Eastern Iowa Airport,US,Fairfax
CIE,Collie,AU,Collie
CIF,Chifeng Airport,CN,
CIG,Craig-Moffat,US,Craig
CIH,Changzhi Airport,CN,Daxinzhuang
CII,Cildir,TR,Choteau
CIJ,E. Beltram Airport,BO,Brasileia
CIK,Chalkyitsik,US,
CIL,Melsing Creek,US,
CIM,Cimitarra,CO,Puerto Parra
CIN,Carroll,US,Carroll
CIO,MCAL Lopez,PY,Concepcion
CIP,Chipata,ZM,
CIQ,Chiquimula,GT,Chiquimula
CIR,Cairo,US,Cairo
CIS,Canton Island,KI,Atafu Village
CIT,Shymkent Airport,KZ,Shymkent
CIU,Chippewa County Airport,US,
CIV,Chomley,US,
CIW,Canouan Island,VC,
CIX,Cornel Ruiz Airport,PE,Chiclayo
CIY,Comiso Airport,IT,Comiso
CIZ,Coari,BR,Coari
CJA,Cajamarca Airport,PE,Cajamarca
CJB,Coimbatore International Airport,IN,Irugur
CJC,El Loa Airport,CL,Calama
CJD,Candilejas,CO,Cartagena del Chaira
CJF,Coondewanna Airport,AU,
CJH,Chilko Lake,CA,Hanceville
CJJ,Cheongju Airport,KR,Cheongju-si
CJL,Chitral,PK,Chitral
CJM,Chumphon Airport,TH,Pathio
CJN,Gillespie Field,US,El Cajon
CJS,Abraham Gonzalez International Airport,MX,Ciudad Juarez
CJT,Copalar,MX,La Trinitaria
CJU,Jeju International Airport,KR,
CJZ,Cajazeiras Airport,BR,Cajazeiras
CKA,Kegelman Af,US,Cherokee
CKB,Benedum Airport,US,Bridgeport
CKC,Cherkassy,UA,Cherkasy
CKD,Crooked Creek,US,
CKE,Clear Lake,US,Clearlake
CKG,Chongqing Jiangbei International Airport,CN,Shuangfengqiao
CKH,Chokurdah Airport,RU,Chokurdakh
CKI,Croker Island,AU,
CKK,Cherokee,US,Salem
